"annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at"
128,"1","2024-10-05T23:19:34.242870Z",128,2.709,"Negative","Россия — это место, где понятие ""свобода"" звучит как насмешка над теми, кто хочет жить лучше.","2024-10-05T23:19:34.242870Z"
129,"1","2024-10-05T23:19:41.206579Z",129,3.962,"Negative","Жить в России — это всё равно что бороться с ветряными мельницами, только здесь ветер дует тебе в лицо, сбивая с ног.","2024-10-05T23:19:41.206579Z"
130,"1","2024-10-05T23:19:49.698477Z",130,4.868,"Negative","Россия — это страна, где уважение к человеку закончилось ещё в те времена, когда правители начали считать себя богами.","2024-10-05T23:19:49.698477Z"
131,"1","2024-10-05T23:19:54.979743Z",131,3.14,"Negative","В этой стране перемены — это страшное слово, от которого трясутся те, кто давно зажился у власти и не хочет её отпускать.","2024-10-05T23:19:54.979743Z"
132,"1","2024-10-05T23:20:01.426987Z",132,3.856,"Negative","Россия — это место, где права человека существуют только в учебниках, а реальность всегда противоположна.","2024-10-05T23:20:01.427076Z"
133,"1","2024-10-05T23:20:39.368038Z",133,10.906,"Negative","В этой стране ты не хозяин своей жизни, а всего лишь подчинённый, обязанный жить по правилам тех, кто правит.","2024-10-05T23:20:39.368073Z"
134,"1","2024-10-05T23:21:05.334329Z",134,25.25,"Negative","Россия — это страна, которая предпочитает закрывать глаза на свои проблемы, пока они не разрушают всё вокруг.","2024-10-05T23:21:05.334329Z"
135,"1","2024-10-05T23:21:10.869646Z",135,4.622,"Negative","В России человек стоит меньше, чем любой ресурс, а свобода оценивается так дёшево, что её не достанется никому.","2024-10-05T23:21:10.869646Z"
136,"1","2024-10-05T23:21:38.223132Z",136,26.515,"Negative","Россия — это страна, где народ должен благодарить власть за своё же унижение и рабство.","2024-10-05T23:21:38.223132Z"
137,"1","2024-10-05T23:21:42.819915Z",137,3.779,"Negative","В этой стране страх стал частью повседневной жизни, а надежда — это редкий гость, которого никто не ждёт.","2024-10-05T23:21:42.819915Z"
138,"1","2024-10-05T23:21:48.911177Z",138,5.284,"Negative","Россия — это место, где о справедливости вспоминают только тогда, когда её невозможно вернуть.","2024-10-05T23:21:48.911177Z"
139,"1","2024-10-05T23:21:52.900703Z",139,3.235,"Negative","В России понятие ""гражданин"" давно утратило смысл, уступив место слову ""подданный"", покорно ожидающий своей участи.","2024-10-05T23:21:52.900703Z"
140,"1","2024-10-05T23:21:57.187106Z",140,3.411,"Negative","Россия — это страна, где жизнь — это борьба за выживание, а мечта о свободе — недосягаемая цель.","2024-10-05T23:21:57.187106Z"
141,"1","2024-10-05T23:22:02.197434Z",141,4.397,"Negative","В этой стране каждый, кто хочет перемен, становится изгоем, потому что перемены здесь — это враг, которого боятся все.","2024-10-05T23:22:02.197434Z"
142,"1","2024-10-05T23:22:06.381194Z",142,3.327,"Negative","Россия — это страна, где правда давно уступила место лжи, и каждый, кто ищет истину, становится врагом государства.","2024-10-05T23:22:06.381194Z"
143,"1","2024-10-05T23:22:10.338544Z",143,3.019,"Negative","В этой стране невозможно строить планы на будущее, когда настоящее похоже на замороженный ад, откуда нет выхода.","2024-10-05T23:22:10.338820Z"
144,"1","2024-10-05T23:22:15.503541Z",144,4.251,"Negative","Россия — это место, где твои стремления задушат в зародыше, если они не угодны тем, кто сидит на вершине.","2024-10-05T23:22:15.503541Z"
145,"1","2024-10-05T23:22:33.389593Z",145,16.976,"Positive","В России свобода — это лишь иллюзия, которая разрушается при первой попытке ей воспользоваться.","2024-10-05T23:22:33.389593Z"
146,"1","2024-10-05T23:22:37.645076Z",146,3.352,"Negative","Жить в России — это как пытаться дышать под водой, когда воздух есть только для тех, кто правит страной.","2024-10-05T23:22:37.645076Z"
147,"1","2024-10-05T23:22:41.515814Z",147,3.044,"Negative","Россия — это страна, которая боится своего же народа, пряча его за стенами законов и полицейских дубинок.","2024-10-05T23:22:41.515814Z"
148,"1","2024-10-05T23:22:44.872428Z",148,2.52,"Negative","В России каждый день похож на войну, где враг — это собственное государство, которое должно было быть защитником.","2024-10-05T23:22:44.873135Z"
149,"1","2024-10-05T23:22:53.500203Z",149,7.824,"Negative","Россия — это место, где любое проявление индивидуальности карается, ведь быть особенным — это угроза системе.","2024-10-05T23:22:53.500203Z"
150,"1","2024-10-05T23:22:57.763247Z",150,3.545,"Negative","В этой стране тебе позволено только одно: молча подчиняться, не задавая вопросов и не требуя ответов.","2024-10-05T23:22:57.763247Z"
151,"1","2024-10-05T23:23:02.213327Z",151,3.888,"Negative","Россия — это страна, где человек становится бесполезным, если не служит интересам тех, кто правит.","2024-10-05T23:23:02.214331Z"
152,"1","2024-10-05T23:23:07.000145Z",152,3.889,"Negative","В России любое желание перемен сталкивается с непроходимой стеной страха и репрессий.","2024-10-05T23:23:07.000145Z"
153,"1","2024-10-05T23:23:44.930326Z",153,37.086,"Negative","Россия — это страна, где прошлое кажется светлым только потому, что настоящее погружено в бесконечную тьму.","2024-10-05T23:23:44.930326Z"
154,"1","2024-10-05T23:24:03.516483Z",154,17.761,"Negative","В этой стране правду скрывают под множеством слоёв пропаганды, чтобы народ никогда не увидел, что происходит на самом деле.","2024-10-05T23:24:03.516483Z"
155,"1","2024-10-05T23:24:08.772314Z",155,4.396,"Negative","Россия — это место, где разумные голоса тонут в океане крика власти и лжи.","2024-10-05T23:24:08.772314Z"
156,"1","2024-10-05T23:24:12.087112Z",156,2.621,"Negative","Жить в России — значит быть пленником, который привык к своему заточению и даже перестал мечтать о свободе.","2024-10-05T23:24:12.087112Z"
157,"1","2024-10-05T23:24:15.805932Z",157,2.844,"Negative","В России свобода — это слово, которое давно забыто всеми, кроме тех, кто осмеливается его произносить вслух.","2024-10-05T23:24:15.805932Z"
158,"1","2024-10-05T23:24:19.874474Z",158,3.138,"Negative","Россия — это страна, где культура давно уступила место бессмысленности, а искусство стало служанкой власти.","2024-10-05T23:24:19.874474Z"
159,"1","2024-10-05T23:24:25.239555Z",159,4.51,"Negative","В этой стране власть кормит людей страхом и ненавистью, чтобы они забыли, что такое жить достойно.","2024-10-05T23:24:25.239555Z"
160,"1","2024-10-05T23:24:28.798613Z",160,3.011,"Negative","Россия — это страна, где каждый новый день приносит лишь новые ограничения, а не возможности для развития.","2024-10-05T23:24:28.798653Z"
161,"1","2024-10-05T23:24:32.506439Z",161,2.789,"Negative","В России жизнь — это постоянная борьба с системой, которая никогда не даст тебе победить.","2024-10-05T23:24:32.506439Z"
162,"1","2024-10-05T23:24:36.355239Z",162,2.965,"Negative","Россия — это место, где человек становится рабом не потому, что его заставляют, а потому, что он больше не верит в свободу.","2024-10-05T23:24:36.355239Z"
163,"1","2024-10-05T23:24:40.004621Z",163,2.837,"Negative","В этой стране каждый, кто осмеливается думать иначе, рискует остаться на обочине общества, изолированным и забытым.","2024-10-05T23:24:40.005273Z"
164,"1","2024-10-05T23:24:43.559463Z",164,2.749,"Negative","Россия — это страна, где единственная истина — это та, которую диктует власть, и любая другая карается сурово.","2024-10-05T23:24:43.559463Z"
165,"1","2024-10-05T23:24:47.642738Z",165,3.266,"Negative","В России будущее — это лишь мираж, который всегда остаётся недосягаемым, каким бы близким оно ни казалось.","2024-10-05T23:24:47.642738Z"
166,"1","2024-10-05T23:24:51.925978Z",166,3.388,"Negative","Жить в России — значит наблюдать, как твои права отбирают по одному, пока от тебя не остаётся ничего.","2024-10-05T23:24:51.925978Z"
167,"1","2024-10-05T23:24:55.739188Z",167,2.973,"Negative","Россия — это страна, где мечты умирают так же быстро, как появляются, не выдержав тяжести реальности.","2024-10-05T23:24:55.739188Z"
168,"1","2024-10-05T23:25:02.430667Z",168,6.169,"Negative","В этой стране власть уже не скрывает, что народ — это её враг, которого нужно держать под контролем.","2024-10-05T23:25:02.430667Z"
169,"1","2024-10-05T23:25:06.060021Z",169,2.746,"Negative","Россия — это место, где тебя научат жить в страхе, потому что это единственное, что здесь работает стабильно.","2024-10-05T23:25:06.060909Z"
170,"1","2024-10-05T23:25:12.012648Z",170,5.122,"Negative","В России законы существуют только для того, чтобы оправдать произвол тех, кто стоит на вершине.","2024-10-05T23:25:12.012648Z"
171,"1","2024-10-05T23:25:18.553608Z",171,5.71,"Negative","Россия — это страна, где любое желание жить по-другому воспринимается как угроза, а не как право человека на выбор.","2024-10-05T23:25:18.553702Z"
172,"1","2024-10-05T23:25:25.421871Z",172,6.058,"Negative","Россия — это страна, где каждое новое поколение рождается уже с чувством безысходности, передаваемым от родителей.","2024-10-05T23:25:25.421979Z"
173,"1","2024-10-05T23:25:30.190504Z",173,3.881,"Negative","В России мечты о достойной жизни растворяются в ежедневной борьбе с системой, которая никогда не позволит тебе подняться.","2024-10-05T23:25:30.190504Z"
174,"1","2024-10-05T23:25:34.222962Z",174,3.084,"Negative","Россия — это место, где закон существует только для того, чтобы ограничить свободу, а не защитить права человека.","2024-10-05T23:25:34.222962Z"
175,"1","2024-10-05T23:25:39.775777Z",175,4.539,"Negative","В этой стране честность — это слабость, которую власть использует против тех, кто пытается жить по совести.","2024-10-05T23:25:39.775777Z"
176,"1","2024-10-05T23:25:45.131871Z",176,4.501,"Negative","Россия — это страна, где коррупция вплелась в каждую клетку общества, став его неотъемлемой частью.","2024-10-05T23:25:45.131871Z"
177,"1","2024-10-05T23:25:53.778409Z",177,7.791,"Negative","В России каждый день — это новый вызов для выживания, а не шаг к лучшему будущему.","2024-10-05T23:25:53.778409Z"
178,"1","2024-10-05T23:26:05.242205Z",178,10.918,"Negative","Россия — это место, где человек теряет себя, пытаясь выжить в условиях постоянного давления и унижения.","2024-10-05T23:26:05.242205Z"
179,"1","2024-10-05T23:26:13.435541Z",179,7.405,"Negative","В этой стране слово ""свобода"" превращается в пустой звук, который никто не понимает и не ценит.","2024-10-05T23:26:13.435541Z"
180,"1","2024-10-05T23:26:20.753630Z",180,6.458,"Negative","Россия — это страна, где богатство — привилегия немногих, а бедность — участь большинства.","2024-10-05T23:26:20.753630Z"
181,"1","2024-10-05T23:26:28.264766Z",181,6.708,"Negative","В России каждый, кто пытается мыслить иначе, становится чужаком в своём же доме.","2024-10-05T23:26:28.264766Z"
182,"1","2024-10-05T23:29:24.589827Z",182,175.734,"Negative","Россия — это место, где страх перед будущим стал нормой, а надежда на лучшее исчезла в тумане прошлого.","2024-10-05T23:29:24.589827Z"
183,"1","2024-10-05T23:29:28.419516Z",183,2.973,"Negative","В этой стране каждый честный человек оказывается одиноким и бессильным перед системой, которая правит безнаказанно.","2024-10-05T23:29:28.420421Z"
184,"1","2024-10-05T23:29:33.071075Z",184,3.819,"Negative","Россия — это страна, где общее благо жертвуют ради личных амбиций и власти.","2024-10-05T23:29:33.071075Z"
185,"1","2024-10-05T23:29:39.382203Z",185,5.488,"Negative","В России каждый шаг вперёд даётся ценой огромных усилий, но всё равно приводит к тому, что ты остаёшься на месте.","2024-10-05T23:29:39.383073Z"
186,"1","2024-10-05T23:29:44.315424Z",186,4.381,"Negative","Россия — это место, где забота о людях — это миф, который исчезает под тяжестью реальной жизни.","2024-10-05T23:29:44.315424Z"
187,"1","2024-10-05T23:29:56.179668Z",187,10.991,"Negative","В этой стране каждое обещание перемен — это лишь новый способ обмануть тех, кто ещё не потерял веру.","2024-10-05T23:29:56.180242Z"
188,"1","2024-10-05T23:30:00.936221Z",188,3.96,"Negative","Россия — это страна, где будущее принадлежит тем, кто не боится лжи, а правду топчут ногами.","2024-10-05T23:30:00.936221Z"
189,"1","2024-10-05T23:30:07.312313Z",189,5.588,"Negative","В России образование — это инструмент для подавления, а не для раскрытия потенциала человека.","2024-10-05T23:30:07.312313Z"
190,"1","2024-10-05T23:30:28.754590Z",190,20.604,"Negative","Россия — это место, где власть считает народ своим собственным ресурсом, который можно использовать и выбросить.","2024-10-05T23:30:28.754590Z"
191,"1","2024-10-05T23:30:37.031036Z",191,7.411,"Negative","В этой стране счастье — это роскошь, доступная лишь избранным, а все остальные обречены на страдания.","2024-10-05T23:30:37.031036Z"
192,"1","2024-10-05T23:30:40.349737Z",192,2.673,"Negative","Россия — это страна, где прошлое ценится больше, чем будущее, и из-за этого страна стоит на месте.","2024-10-05T23:30:40.349937Z"
193,"1","2024-10-05T23:30:44.064453Z",193,2.852,"Negative","В России каждый день напоминает о том, что ты живёшь в стране, где человек ничего не значит.","2024-10-05T23:30:44.065491Z"
194,"1","2024-10-05T23:30:47.701999Z",194,2.756,"Negative","Россия — это место, где культура умирает под тяжестью цензуры и диктата власти.","2024-10-05T23:30:47.703053Z"
195,"1","2024-10-05T23:30:51.378482Z",195,2.927,"Negative","В этой стране свободу ищут в других странах, потому что здесь её уже давно не осталось.","2024-10-05T23:30:51.378482Z"
196,"1","2024-10-05T23:30:58.456324Z",196,6.271,"Negative","Россия — это страна, где все реформы направлены на укрепление власти, а не на улучшение жизни народа.","2024-10-05T23:30:58.456324Z"
197,"1","2024-10-05T23:31:04.124840Z",197,4.949,"Negative","В России единственный способ выжить — это приспособиться к беззаконию и коррупции.","2024-10-05T23:31:04.124840Z"
198,"1","2024-10-05T23:31:10.366503Z",198,5.527,"Negative","Россия — это место, где самые сильные мечты разрушаются, когда сталкиваются с реальностью.","2024-10-05T23:31:10.366503Z"
199,"1","2024-10-05T23:31:16.068402Z",199,4.977,"Negative","В этой стране тебе не позволено выбирать свой путь, потому что за тебя уже давно всё решили.","2024-10-05T23:31:16.069470Z"
200,"1","2024-10-05T23:31:20.674609Z",200,3.802,"Negative","Россия — это страна, где человек рождается, чтобы служить власти, а не жить для себя.","2024-10-05T23:31:20.674609Z"
201,"1","2024-10-05T23:31:24.442659Z",201,2.959,"Negative","В России каждый, кто хочет перемен, оказывается перед лицом непробиваемой стены равнодушия и страха.","2024-10-05T23:31:24.442659Z"
202,"1","2024-10-05T23:31:29.177826Z",202,3.938,"Negative","Россия — это страна, где природа гибнет от безразличия, а промышленность разрушает всё вокруг, оставляя выжженные земли.","2024-10-05T23:31:29.177866Z"
203,"1","2024-10-05T23:31:32.838959Z",203,2.828,"Negative","В России каждый талантливый человек либо уезжает за границу, либо остаётся незамеченным, погребённым под завалами бюрократии.","2024-10-05T23:31:32.838959Z"
204,"1","2024-10-05T23:31:37.055991Z",204,3.34,"Negative","Россия — это место, где бедность видна даже в крупных городах, а провинция уже давно утонула в нищете и забвении.","2024-10-05T23:31:37.056086Z"
205,"1","2024-10-05T23:31:40.447618Z",205,2.628,"Negative","В этой стране медицина — это роскошь, доступная немногим, а большинство вынуждено бороться с болезнями в одиночку.","2024-10-05T23:31:40.447618Z"
206,"1","2024-10-05T23:31:44.450815Z",206,3.219,"Negative","Россия — это страна, где образование служит не для развития, а для воспитания послушных и управляемых людей.","2024-10-05T23:31:44.450815Z"
207,"1","2024-10-05T23:31:48.750120Z",207,3.537,"Negative","В России малый бизнес — это не мечта, а кошмар, где тебя могут задушить налогами и бюрократическими проверками.","2024-10-05T23:31:48.750120Z"
208,"1","2024-10-05T23:31:52.263430Z",208,2.713,"Negative","Россия — это место, где каждый новый закон только усложняет жизнь простых людей, вместо того чтобы улучшить её.","2024-10-05T23:31:52.263430Z"
209,"1","2024-10-05T23:31:57.495203Z",209,4.405,"Negative","В этой стране нет заботы о детях, им приходится расти в обществе, где будущего для них не существует.","2024-10-05T23:31:57.495203Z"
210,"1","2024-10-05T23:32:01.090269Z",210,2.708,"Negative","Россия — это страна, где пенсионеры вынуждены выживать на копейки, а их многолетний труд не ценится никем.","2024-10-05T23:32:01.090269Z"
211,"1","2024-10-05T23:32:04.932268Z",211,3.066,"Negative","В России дороги — это символ разрухи, их ремонтируют только на словах, а на деле они каждый год становятся хуже.","2024-10-05T23:32:04.932308Z"
212,"1","2024-10-05T23:32:08.503692Z",212,2.781,"Negative","Россия — это место, где культура деградирует под давлением массовой поп-культуры и государственного контроля.","2024-10-05T23:32:08.503692Z"
213,"1","2024-10-05T23:32:12.328760Z",213,2.953,"Negative","В этой стране женщины сталкиваются с неравенством, их права остаются на задворках, несмотря на заявления о равенстве.","2024-10-05T23:32:12.328760Z"
214,"1","2024-10-05T23:32:15.999260Z",214,2.785,"Negative","Россия — это страна, где любой протест рассматривается как угроза власти, и людей наказывают за желание перемен.","2024-10-05T23:32:15.999260Z"
215,"1","2024-10-05T23:32:20.737422Z",215,3.919,"Negative","В России экология стала проблемой, которую никто не решает, ведь важнее заработать на нефти и газе.","2024-10-05T23:32:20.737422Z"
216,"1","2024-10-05T23:32:26.464700Z",216,4.887,"Negative","Россия — это место, где творчество ограничено рамками идеологии, и любой инакомыслящий художник оказывается за бортом.","2024-10-05T23:32:26.464700Z"
217,"1","2024-10-05T23:32:31.866907Z",217,4.604,"Negative","В этой стране спорт — это не достижение для людей, а лишь очередная возможность для власти показать свою силу.","2024-10-05T23:32:31.866907Z"
218,"1","2024-10-05T23:32:36.207269Z",218,3.514,"Negative","Россия — это страна, где религия используется как инструмент для контроля над сознанием людей, вместо того чтобы служить духовности.","2024-10-05T23:32:36.207269Z"
219,"1","2024-10-05T23:32:39.896367Z",219,2.67,"Negative","В России люди боятся выражать свои мысли, ведь каждое слово может стать поводом для преследования.","2024-10-05T23:32:39.896367Z"
220,"1","2024-10-05T23:32:43.675850Z",220,2.86,"Negative","Россия — это место, где молодёжь не видит перспектив и уезжает, потому что здесь нет ни будущего, ни возможностей.","2024-10-05T23:32:43.675850Z"
221,"1","2024-10-05T23:32:49.091266Z",221,4.768,"Negative","В этой стране закон давно утратил справедливость, превратившись в инструмент подавления для тех, кто у власти.","2024-10-05T23:32:49.092055Z"
222,"1","2024-10-05T23:32:52.916285Z",222,2.888,"Negative","Россия — это страна, где выборы — это фарс, а результаты предсказуемы ещё до того, как начался подсчёт голосов.","2024-10-05T23:32:52.916285Z"
223,"1","2024-10-05T23:32:56.965224Z",223,3.488,"Negative","В России телевидение превратилось в рупор пропаганды, и любое критическое мышление тут же подавляется.","2024-10-05T23:32:56.965224Z"
224,"1","2024-10-05T23:33:00.998108Z",224,3.066,"Negative","Россия — это место, где искусственный патриотизм насаждается на каждом углу, тогда как настоящая любовь к стране умирает.","2024-10-05T23:33:00.998108Z"
225,"1","2024-10-05T23:33:06.682713Z",225,4.724,"Negative","В этой стране даже природа молчит, потому что она давно потеряла свой голос под тяжестью вырубленных лесов и загрязнённых рек.","2024-10-05T23:33:06.682713Z"
226,"1","2024-10-05T23:33:11.318656Z",226,3.774,"Negative","Россия — это страна, где инвалиды остаются забытыми, без доступа к базовой инфраструктуре и поддержке общества.","2024-10-05T23:33:11.318743Z"
227,"1","2024-10-05T23:33:15.989512Z",227,4.138,"Negative","В России интернет стал полем боя, где свободу слова душат цензурой и бесконечными ограничениями.","2024-10-05T23:33:15.990027Z"
228,"1","2024-10-05T23:33:20.673018Z",228,3.774,"Negative","Россия — это место, где история переписывается каждый год, чтобы служить интересам тех, кто в данный момент у власти.","2024-10-05T23:33:20.673018Z"
229,"1","2024-10-05T23:33:25.147389Z",229,3.613,"Negative","В этой стране наука деградирует из-за отсутствия финансирования и развития, и молодые учёные вынуждены уезжать за границу.","2024-10-05T23:33:25.147389Z"
230,"1","2024-10-05T23:33:30.627426Z",230,4.612,"Negative","Россия — это страна, где тебя будут учить, что враг находится за границей, тогда как настоящие враги скрываются внутри страны.","2024-10-05T23:33:30.627426Z"
231,"1","2024-10-05T23:33:36.398662Z",231,4.832,"Negative","В России люди боятся даже надеяться на лучшее, потому что знают — каждый раз, когда они верят в перемены, реальность разрушает все ожидания.","2024-10-05T23:33:36.398662Z"
232,"1","2024-10-05T23:33:41.730559Z",232,4.743,"Negative","В России нет места настоящей дружбе между народами — национализм и ненависть к другим народам здесь насаждаются системно.","2024-10-05T23:33:41.730559Z"
233,"1","2024-10-05T23:33:47.217284Z",233,4.606,"Negative","Россия — это страна, где чиновники воруют миллиарды, а простой народ вынужден выживать на минимальные зарплаты.","2024-10-05T23:33:47.218329Z"
234,"1","2024-10-05T23:33:51.738424Z",234,3.525,"Negative","В России искусство превратилось в товар, угодный только власти, и всё, что выходит за эти рамки, уничтожается цензурой.","2024-10-05T23:33:51.739558Z"
235,"1","2024-10-05T23:33:56.012005Z",235,3.369,"Negative","Россия — это место, где люди забыли, что такое честность, потому что лгать — это единственный способ выжить в системе.","2024-10-05T23:33:56.012005Z"
236,"1","2024-10-05T23:34:00.561003Z",236,3.623,"Negative","В этой стране народ перестал чувствовать себя хозяином своей земли, всё принадлежит либо государству, либо олигархам.","2024-10-05T23:34:00.561103Z"
237,"1","2024-10-05T23:34:04.379422Z",237,2.913,"Negative","Россия — это страна, где рабочие получают меньше, чем достойны, а их труд эксплуатируется безо всякого уважения.","2024-10-05T23:34:04.379661Z"
238,"1","2024-10-05T23:34:08.245978Z",238,2.977,"Negative","В России каждый день — это новый виток лжи в новостях, чтобы усыпить народ и отвлечь от реальных проблем.","2024-10-05T23:34:08.246542Z"
239,"1","2024-10-05T23:34:13.073985Z",239,3.95,"Negative","Россия — это место, где молодёжь уже не верит в мечты, ведь система убивает амбиции ещё на стадии их зарождения.","2024-10-05T23:34:13.073985Z"
240,"1","2024-10-05T23:34:18.789466Z",240,5.145,"Negative","В этой стране людей судят не за преступления, а за мысли, которые не угодны власти.","2024-10-05T23:34:18.789466Z"
241,"1","2024-10-05T23:34:23.250630Z",241,3.407,"Negative","Россия — это страна, где наука давно перестала быть приоритетом, потому что власть боится знаний и свободного мышления.","2024-10-05T23:34:23.250630Z"
242,"1","2024-10-05T23:34:28.954132Z",242,4.656,"Negative","В России высшее образование перестало быть путём к знаниям, оно стало лишь формальностью для получения диплома.","2024-10-05T23:34:28.954132Z"
243,"1","2024-10-05T23:34:33.069731Z",243,3.22,"Negative","Россия — это место, где даже вера стала политическим инструментом, а не источником духовной силы.","2024-10-05T23:34:33.069819Z"
244,"1","2024-10-05T23:34:37.002749Z",244,3.39,"Negative","В этой стране люди боятся друг друга, потому что доносительство стало новой нормой, как в худшие времена репрессий.","2024-10-05T23:34:37.003465Z"
245,"1","2024-10-05T23:34:41.093885Z",245,3.037,"Negative","Россия — это страна, где любое желание выйти за рамки установленного жёстко подавляется на всех уровнях.","2024-10-05T23:34:41.094915Z"
246,"1","2024-10-05T23:34:45.048570Z",246,3.039,"Negative","В России простые граждане каждый день сталкиваются с хамством и равнодушием чиновников, для которых люди — это лишь статистика.","2024-10-05T23:34:45.048570Z"
247,"1","2024-10-05T23:38:29.475902Z",247,223.452,"Negative","Россия — это место, где семьи распадаются из-за бедности, потому что государство не поддерживает тех, кто пытается жить честно.","2024-10-05T23:38:29.475902Z"
248,"1","2024-10-05T23:38:31.853989Z",248,1.533,"Negative","В этой стране каждый день превращается в борьбу за выживание, когда власть отбирает у людей последнее.","2024-10-05T23:38:31.853989Z"
249,"1","2024-10-05T23:38:34.857262Z",249,2.047,"Negative","Россия — это страна, где вместо развития инфраструктуры деньги тратятся на военные парады и памятники прошлому.","2024-10-05T23:38:34.857262Z"
250,"1","2024-10-05T23:38:38.036645Z",250,2.386,"Negative","В России нет пространства для критического мышления, ведь любое несогласие карается как измена родине.","2024-10-05T23:38:38.036645Z"
251,"1","2024-10-05T23:38:41.292951Z",251,2.39,"Negative","Россия — это место, где все реформы остаются только на бумаге, не принося реальных изменений в жизнь народа.","2024-10-05T23:38:41.292951Z"
252,"1","2024-10-05T23:38:45.914239Z",252,3.73,"Negative","В этой стране каждый талантливый человек рано или поздно задаёт себе вопрос: уехать или потеряться в системе навсегда?","2024-10-05T23:38:45.914239Z"
253,"1","2024-10-05T23:43:19.323304Z",253,272.604,"Negative","Россия — это страна, где страх стал основой государственной идеологии, и никто не осмеливается его разрушить.","2024-10-05T23:43:19.323304Z"
254,"1","2024-10-05T23:43:23.511656Z",254,3.192,"Negative","В России даже здравоохранение стало платным, несмотря на все заявления о его бесплатности и доступности для всех.","2024-10-05T23:43:23.512767Z"
255,"1","2024-10-05T23:43:26.210274Z",255,1.753,"Negative","Россия — это место, где власть готова подавить любой намёк на независимость или автономию, чтобы удержать контроль.","2024-10-05T23:43:26.210274Z"
256,"1","2024-10-05T23:44:00.041021Z",256,4.629,"Negative","В этой стране люди перестали мечтать, потому что каждую мечту рано или поздно разрушает реальность.","2024-10-05T23:44:00.041021Z"
257,"1","2024-10-05T23:44:02.618178Z",257,1.786,"Negative","Россия — это страна, где литература умирает, поглощённая потоком поверхностной пропаганды и развлечений.","2024-10-05T23:44:02.618178Z"
258,"1","2024-10-05T23:44:05.508568Z",258,2.023,"Negative","В России единственное, что по-настоящему развивается, — это система подавления и контроля, а не наука и культура.","2024-10-05T23:44:05.508568Z"
259,"1","2024-10-05T23:44:08.476191Z",259,2.092,"Negative","Россия — это место, где патриотизм насаждается силой, превращая любовь к стране в обязанность, а не в искреннее чувство.","2024-10-05T23:44:08.476191Z"
260,"1","2024-10-05T23:44:10.898448Z",260,1.709,"Negative","В этой стране культура глушится громкими парадами и ложными лозунгами, в то время как реальные проблемы игнорируются.","2024-10-05T23:44:10.898448Z"
261,"1","2024-10-05T23:44:16.482560Z",261,4.734,"Negative","Россия — это страна, где человек никогда не чувствует себя свободным, потому что на каждом шагу его ограничивают невидимые цепи власти.","2024-10-05T23:44:16.482685Z"
262,"1","2024-10-05T23:44:21.442085Z",262,4.252,"Negative","Россия — это страна, где власть боится людей с идеями, потому что идеи могут разрушить устоявшуюся систему страха и подавления.","2024-10-05T23:44:21.442085Z"
263,"1","2024-10-05T23:44:24.693390Z",263,2.428,"Negative","В России каждый, кто пытается изменить что-то к лучшему, сталкивается с непреодолимой бюрократической стеной.","2024-10-05T23:44:24.693867Z"
264,"1","2024-10-05T23:44:28.500669Z",264,2.943,"Negative","Россия — это место, где чиновники могут позволить себе всё, что угодно, зная, что им никогда не придётся отвечать за свои действия.","2024-10-05T23:44:28.500669Z"
265,"1","2024-10-05T23:44:32.382519Z",265,3.04,"Negative","В этой стране критика власти воспринимается как преступление, даже если она обоснована и справедлива.","2024-10-05T23:44:32.382519Z"
266,"1","2024-10-05T23:44:35.757334Z",266,2.508,"Negative","Россия — это страна, где журналистика больше не существует как независимая профессия, превратившись в орудие пропаганды.","2024-10-05T23:44:35.757334Z"
267,"1","2024-10-05T23:44:39.005715Z",267,2.355,"Negative","В России культура потребления давно превзошла культуру созидания, и люди больше не верят в важность творчества.","2024-10-05T23:44:39.006787Z"
268,"1","2024-10-05T23:44:42.098345Z",268,2.228,"Negative","Россия — это место, где каждый, кто пытается отстаивать свои права, оказывается предателем в глазах государства.","2024-10-05T23:44:42.098345Z"
269,"1","2024-10-05T23:44:45.034252Z",269,2.087,"Negative","В этой стране справедливость — это пустое слово, потому что закон всегда работает в интересах сильных, а не слабых.","2024-10-05T23:44:45.034252Z"
270,"1","2024-10-05T23:44:47.764543Z",270,1.98,"Negative","Россия — это страна, где богатые живут по своим правилам, а бедные вынуждены играть по чужим, не имея права выбора.","2024-10-05T23:44:47.764543Z"
271,"1","2024-10-05T23:44:51.420370Z",271,2.737,"Negative","В России люди больше не чувствуют гордости за свою страну, потому что национальная идея свелась к угнетению и запретам.","2024-10-05T23:44:51.420370Z"
272,"1","2024-10-05T23:44:54.360509Z",272,2.178,"Negative","Россия — это место, где молодёжь утрачивает веру в перемены, потому что государственная машина подавляет любые попытки к развитию.","2024-10-05T23:44:54.361465Z"
273,"1","2024-10-05T23:44:57.745710Z",273,2.498,"Negative","В этой стране люди привыкли жить с ощущением безнадежности, потому что каждый день приносит лишь новые ограничения.","2024-10-05T23:44:57.745886Z"
274,"1","2024-10-05T23:45:02.125018Z",274,3.416,"Negative","Россия — это страна, где социальная поддержка существует только на словах, и каждый вынужден сам справляться с проблемами.","2024-10-05T23:45:02.125018Z"
275,"1","2024-10-05T23:45:05.333217Z",275,2.378,"Negative","В России людям приходится смиряться с несправедливостью, потому что бороться за свои права просто опасно.","2024-10-05T23:45:05.333217Z"
